ACTION_LIST_ID,TIME_NEW,USER_NEW,VALUE,PREVIOUS_ACTION_LIST_ID,PREVIOUS_TIME_NEW,PREVIOUS_USER_NEW,PREIOUS_VALUE,TIMEDIFF_BETWEEN_TRANSACTIONS
525004,4/13/2010 10:18,OrderExecuter,0,524414,4/11/2010 20:24,OrderExecuter,1000,1.579050926
554691,5/24/2010 19:46,OrderExecuter,0,553587,5/23/2010 7:09,OrderExecuter,2500,1.525219907
599908,8/2/2010 10:24,OrderExecuter,0,599114,7/31/2010 22:05,OrderExecuter,5000,1.513449074
457132,12/23/2009 0:15,OrderExecuter,0,455954,12/21/2009 13:03,OrderExecuter,5000,1.466238426
561742,6/2/2010 7:58,OrderExecuter,0,560169,5/31/2010 21:49,OrderExecuter,0,1.423263889
400873,9/14/2009 16:33,OrderExecuter,0,399994,9/13/2009 7:20,OrderExecuter,500,1.384340278
397816,9/9/2009 0:53,OrderExecuter,0,396633,9/7/2009 17:34,OrderExecuter,500,1.305231481
577461,6/27/2010 20:32,OrderExecuter,0,577256,6/26/2010 13:38,OrderExecuter,1000,1.287430556
425940,10/23/2009 7:02,OrderExecuter,0,424798,10/22/2009 0:21,OrderExecuter,0,1.278761574
499645,2/28/2010 19:59,OrderExecuter,1000,499100,2/27/2010 13:27,OrderExecuter,1000,1.272789352
462577,1/1/2010 23:06,OrderExecuter,0,462312,12/31/2009 16:55,OrderExecuter,0,1.257256944
379391,8/19/2009 15:19,OrderExecuter,0,377566,8/18/2009 9:12,OrderExecuter,1000,1.255439815
481550,1/29/2010 17:12,OrderExecuter,0,480615,1/28/2010 11:12,OrderExecuter,1000,1.250243056
423710,10/20/2009 15:36,OrderExecuter,0,421895,10/19/2009 9:36,OrderExecuter,5000,1.249872685
374006,8/12/2009 17:19,OrderExecuter,0,373008,8/11/2009 11:22,OrderExecuter,0,1.247789352
591217,7/20/2010 21:10,OrderExecuter,2000,590335,7/19/2010 15:26,OrderExecuter,2500,1.23912037
405137,9/20/2009 21:00,OrderExecuter,0,404906,9/19/2009 15:33,OrderExecuter,1000,1.227395833
524369,4/11/2010 13:32,OrderExecuter,500,524226,4/10/2010 8:06,OrderExecuter,2000,1.226087963
369061,8/4/2009 13:58,OrderExecuter,0,367590,8/3/2009 9:09,OrderExecuter,1000,1.200300926
564497,6/8/2010 12:17,OrderExecuter,0,563726,6/7/2010 7:47,OrderExecuter,2000,1.187395833
438343,11/13/2009 0:44,OrderExecuter,0,437671,11/11/2009 20:18,OrderExecuter,1000,1.184409722
476884,1/22/2010 21:34,OrderExecuter,500,476186,1/21/2010 17:15,OrderExecuter,500,1.18
501722,3/2/2010 11:01,OrderExecuter,0,499940,3/1/2010 6:49,OrderExecuter,0,1.174918981
445411,11/29/2009 18:18,OrderExecuter,0,445176,11/28/2009 14:10,OrderExecuter,2000,1.172337963
486466,2/5/2010 13:01,OrderExecuter,0,485513,2/4/2010 9:07,OrderExecuter,2000,1.162453704
435650,11/5/2009 14:18,OrderExecuter,0,434779,11/4/2009 10:33,OrderExecuter,2000,1.156215278
641176,9/12/2010 19:34,OrderExecuter,0,641131,9/11/2010 15:54,OrderExecuter,2000,1.152881944
491292,2/14/2010 10:37,OrderExecuter,1000,491155,2/13/2010 7:00,OrderExecuter,500,1.15119213
381985,8/22/2009 15:50,OrderExecuter,0,381689,8/21/2009 12:17,OrderExecuter,0,1.148460648
533289,4/24/2010 20:52,OrderExecuter,0,533019,4/23/2010 17:24,OrderExecuter,500,1.144525463
450617,12/8/2009 13:02,OrderExecuter,0,449908,12/7/2009 9:54,OrderExecuter,1000,1.130300926
492983,2/17/2010 19:39,OrderExecuter,2500,492480,2/16/2010 16:37,OrderExecuter,1000,1.126412037
588693,7/16/2010 9:01,OrderExecuter,0,588189,7/15/2010 6:07,OrderExecuter,500,1.12130787
404416,9/18/2009 13:42,OrderExecuter,0,403155,9/17/2009 11:02,OrderExecuter,1000,1.110902778
393463,9/1/2009 16:23,OrderExecuter,0,392174,8/31/2009 14:15,OrderExecuter,2500,1.088344907
503813,3/4/2010 21:23,OrderExecuter,0,503054,3/3/2010 19:31,OrderExecuter,0,1.077997685
476170,1/21/2010 16:55,OrderExecuter,0,475003,1/20/2010 15:17,OrderExecuter,1000,1.068229167
521775,4/6/2010 9:00,OrderExecuter,0,520994,4/5/2010 7:34,OrderExecuter,500,1.059108796
374876,8/13/2009 18:43,OrderExecuter,0,374059,8/12/2009 17:22,OrderExecuter,500,1.056655093
527253,4/17/2010 14:50,OrderExecuter,1000,527003,4/16/2010 13:55,OrderExecuter,500,1.038460648
452023,12/11/2009 11:31,OrderExecuter,0,451391,12/10/2009 10:39,OrderExecuter,500,1.036145833
442346,11/21/2009 17:23,OrderExecuter,0,442120,11/20/2009 16:32,OrderExecuter,2000,1.035810185
396632,9/7/2009 17:34,OrderExecuter,0,396403,9/6/2009 16:44,OrderExecuter,1000,1.034189815
414611,10/5/2009 11:48,OrderExecuter,1000,414258,10/4/2009 11:31,OrderExecuter,1000,1.011712963
437552,11/11/2009 8:48,OrderExecuter,0,437050,11/10/2009 8:32,OrderExecuter,1000,1.01130787
553509,5/22/2010 11:35,OrderExecuter,0,552662,5/21/2010 11:22,OrderExecuter,2000,1.008981481
570724,6/20/2010 17:57,OrderExecuter,1000,570623,6/19/2010 18:00,OrderExecuter,1000,0.99744213
537080,4/28/2010 8:57,OrderExecuter,0,535702,4/27/2010 9:01,OrderExecuter,0,0.996770833
441530,11/19/2009 11:13,OrderExecuter,2500,440714,11/18/2009 11:18,OrderExecuter,500,0.996145833
490554,2/12/2010 11:27,OrderExecuter,0,489618,2/11/2010 11:34,OrderExecuter,2000,0.995787037
545830,5/8/2010 12:10,OrderExecuter,0,545543,5/7/2010 12:17,OrderExecuter,2000,0.995127315
509028,3/15/2010 16:20,OrderExecuter,2000,507728,3/14/2010 16:29,OrderExecuter,500,0.994143519
586945,7/13/2010 10:36,OrderExecuter,1000,586231,7/12/2010 10:54,OrderExecuter,2000,0.987569444
444757,11/25/2009 13:56,OrderExecuter,0,443581,11/24/2009 14:15,OrderExecuter,500,0.986990741
621774,8/30/2010 9:01,OrderExecuter,2000,621111,8/29/2010 9:26,OrderExecuter,2000,0.982546296
468840,1/10/2010 22:02,OrderExecuter,0,468703,1/9/2010 22:30,OrderExecuter,2500,0.980717593
420858,10/16/2009 10:50,OrderExecuter,0,420050,10/15/2009 11:18,OrderExecuter,500,0.980694444
506863,3/11/2010 17:08,OrderExecuter,2000,506434,3/10/2010 17:37,OrderExecuter,2000,0.979918981
670104,10/24/2010 11:46,OrderExecuter,1000,669940,10/23/2010 12:26,OrderExecuter,2000,0.971990741
469770,1/12/2010 16:25,OrderExecuter,0,469655,1/11/2010 17:10,OrderExecuter,1000,0.968622685
473541,1/19/2010 13:54,OrderExecuter,0,472860,1/18/2010 14:44,OrderExecuter,500,0.965185185
412997,10/1/2009 17:04,OrderExecuter,0,411553,9/30/2009 18:01,OrderExecuter,500,0.960486111
463018,1/3/2010 17:04,OrderExecuter,0,462765,1/2/2010 18:03,OrderExecuter,500,0.959143519
402202,9/16/2009 11:37,OrderExecuter,0,401392,9/15/2009 12:39,OrderExecuter,2500,0.956805556
572046,6/22/2010 10:04,OrderExecuter,0,570987,6/21/2010 11:11,OrderExecuter,5000,0.95337963
395988,9/4/2009 19:39,OrderExecuter,0,395105,9/3/2009 20:51,OrderExecuter,0,0.94994213
468048,1/8/2010 10:48,OrderExecuter,0,467548,1/7/2010 12:01,OrderExecuter,1000,0.949456019
662113,10/5/2010 13:35,OrderExecuter,0,661350,10/4/2010 14:49,OrderExecuter,1000,0.948506944
440197,11/17/2009 12:09,OrderExecuter,0,439567,11/16/2009 13:33,OrderExecuter,2000,0.941412037
586230,7/12/2010 10:54,OrderExecuter,0,585961,7/11/2010 12:23,OrderExecuter,1000,0.937835648
606331,8/16/2010 9:00,OrderExecuter,0,606307,8/15/2010 10:33,OrderExecuter,2000,0.93537037
502188,3/3/2010 9:21,OrderExecuter,0,501723,3/2/2010 11:01,OrderExecuter,1000,0.930474537
549410,5/15/2010 13:31,OrderExecuter,1000,549219,5/14/2010 15:11,OrderExecuter,1000,0.930208333
489617,2/11/2010 11:34,OrderExecuter,0,489135,2/10/2010 13:17,OrderExecuter,2500,0.928402778
527002,4/16/2010 13:55,OrderExecuter,0,526640,4/15/2010 15:41,OrderExecuter,1000,0.926284722
602800,8/7/2010 14:13,OrderExecuter,0,602719,8/6/2010 16:10,OrderExecuter,500,0.918668981
559586,5/29/2010 16:56,OrderExecuter,0,559407,5/28/2010 18:53,OrderExecuter,2000,0.918564815
455350,12/18/2009 13:24,OrderExecuter,0,454690,12/17/2009 15:24,OrderExecuter,500,0.916840278
408973,9/29/2009 9:08,OrderExecuter,0,408135,9/28/2009 11:08,OrderExecuter,500,0.916458333
550601,5/18/2010 13:44,OrderExecuter,0,550122,5/17/2010 15:53,OrderExecuter,500,0.910578704
663928,10/10/2010 7:22,OrderExecuter,0,663764,10/9/2010 9:32,OrderExecuter,500,0.909722222
494242,2/20/2010 8:54,OrderExecuter,1000,493991,2/19/2010 11:06,OrderExecuter,1000,0.908622685
474603,1/20/2010 11:37,OrderExecuter,2000,473542,1/19/2010 13:54,OrderExecuter,2500,0.904571759
590286,7/19/2010 15:07,OrderExecuter,0,589654,7/18/2010 17:26,OrderExecuter,5000,0.90337963
584716,7/8/2010 13:51,OrderExecuter,0,584168,7/7/2010 16:13,OrderExecuter,1000,0.901238426
406927,9/23/2009 12:11,OrderExecuter,0,406403,9/22/2009 14:44,OrderExecuter,2000,0.893472222
371696,8/8/2009 8:22,OrderExecuter,2000,371276,8/7/2009 10:59,OrderExecuter,1000,0.890775463
442836,11/23/2009 14:42,OrderExecuter,0,442483,11/22/2009 17:23,OrderExecuter,1000,0.888460648
593053,7/24/2010 8:27,OrderExecuter,0,592607,7/23/2010 11:08,OrderExecuter,0,0.888275463
443580,11/24/2009 14:15,OrderExecuter,0,442909,11/23/2009 17:08,OrderExecuter,500,0.879791667
604659,8/11/2010 14:43,OrderExecuter,0,604208,8/10/2010 17:36,OrderExecuter,2000,0.879780093
376066,8/14/2009 15:49,OrderExecuter,0,374877,8/13/2009 18:43,OrderExecuter,2000,0.879039352
424728,10/21/2009 18:50,OrderExecuter,0,423793,10/20/2009 21:45,OrderExecuter,1000,0.878634259
619878,8/28/2010 13:18,OrderExecuter,0,617794,8/27/2010 16:15,OrderExecuter,1000,0.876782407
498222,2/26/2010 10:47,OrderExecuter,0,497763,2/25/2010 13:47,OrderExecuter,1000,0.874525463
449908,12/7/2009 9:54,OrderExecuter,1000,449782,12/6/2009 12:57,OrderExecuter,5000,0.873090278
549527,5/16/2010 19:03,OrderExecuter,5000,549458,5/15/2010 22:12,OrderExecuter,2500,0.868877315
482282,1/31/2010 18:09,OrderExecuter,500,481933,1/30/2010 21:23,OrderExecuter,0,0.865740741
579213,6/29/2010 14:41,OrderExecuter,0,578439,6/28/2010 18:03,OrderExecuter,1000,0.859513889
528039,4/20/2010 10:36,OrderExecuter,0,527716,4/19/2010 14:02,OrderExecuter,2000,0.85712963
404798,9/19/2009 10:15,OrderExecuter,0,404417,9/18/2009 13:42,OrderExecuter,1000,0.855891204
517967,3/31/2010 9:49,OrderExecuter,0,517640,3/30/2010 13:17,OrderExecuter,0,0.855335648
399623,9/11/2009 15:36,OrderExecuter,0,398803,9/10/2009 19:05,OrderExecuter,1000,0.855046296
562483,6/3/2010 8:35,OrderExecuter,0,562064,6/2/2010 12:03,OrderExecuter,0,0.855046296
403153,9/17/2009 11:02,OrderExecuter,0,402615,9/16/2009 14:34,OrderExecuter,500,0.852673611
509812,3/17/2010 10:14,OrderExecuter,1000,509326,3/16/2010 13:48,OrderExecuter,2000,0.85162037
534215,4/26/2010 8:23,OrderExecuter,0,534070,4/25/2010 12:00,OrderExecuter,1000,0.849282407
608200,8/18/2010 13:15,OrderExecuter,0,607421,8/17/2010 17:03,OrderExecuter,1000,0.841226852
442119,11/20/2009 16:32,OrderExecuter,0,441776,11/19/2009 20:21,OrderExecuter,2500,0.840636574
564876,6/9/2010 8:22,OrderExecuter,0,564498,6/8/2010 12:17,OrderExecuter,2500,0.836400463
449781,12/6/2009 12:57,OrderExecuter,0,449697,12/5/2009 16:53,OrderExecuter,1000,0.836168981
419588,10/14/2009 16:15,OrderExecuter,0,419227,10/13/2009 20:13,OrderExecuter,500,0.834502315
567048,6/13/2010 20:51,OrderExecuter,1000,566956,6/13/2010 0:51,OrderExecuter,500,0.832939815
369354,8/5/2009 9:53,OrderExecuter,0,369062,8/4/2009 13:58,OrderExecuter,500,0.830335648
370434,8/6/2009 10:49,OrderExecuter,0,370008,8/5/2009 14:54,OrderExecuter,1000,0.830092593
386852,8/26/2009 15:48,OrderExecuter,0,385979,8/25/2009 19:59,OrderExecuter,5000,0.82587963
546534,5/10/2010 16:15,OrderExecuter,0,546043,5/9/2010 20:27,OrderExecuter,500,0.825150463
372951,8/11/2009 9:45,OrderExecuter,0,372286,8/10/2009 13:59,OrderExecuter,500,0.823587963
511644,3/21/2010 12:57,OrderExecuter,1000,511562,3/20/2010 17:16,OrderExecuter,2500,0.820069444
520700,4/3/2010 15:04,OrderExecuter,0,520579,4/2/2010 19:26,OrderExecuter,2500,0.817662037
448033,12/2/2009 11:44,OrderExecuter,0,447487,12/1/2009 16:08,OrderExecuter,2500,0.816666667
553586,5/23/2010 7:09,OrderExecuter,0,553510,5/22/2010 11:35,OrderExecuter,1000,0.815694444
377548,8/18/2009 7:00,OrderExecuter,0,376680,8/17/2009 11:27,OrderExecuter,500,0.81474537
371019,8/7/2009 7:50,OrderExecuter,0,370595,8/6/2009 12:22,OrderExecuter,1000,0.810775463
365506,7/30/2009 15:25,OrderExecuter,0,364947,7/29/2009 19:58,OrderExecuter,500,0.810740741
514049,3/25/2010 10:51,OrderExecuter,0,513466,3/24/2010 15:27,OrderExecuter,500,0.807939815
457811,12/24/2009 6:49,OrderExecuter,1000,457431,12/23/2009 11:29,OrderExecuter,2000,0.805844907
496388,2/23/2010 16:18,OrderExecuter,0,494958,2/22/2010 20:58,OrderExecuter,500,0.805613426
527345,4/18/2010 10:06,OrderExecuter,0,527253,4/17/2010 14:50,OrderExecuter,1000,0.802708333
666804,10/17/2010 17:49,OrderExecuter,0,666726,10/16/2010 22:36,OrderExecuter,1000,0.800439815
445990,11/30/2009 13:57,OrderExecuter,0,445417,11/29/2009 18:45,OrderExecuter,1000,0.800416667
505985,3/10/2010 8:37,OrderExecuter,0,505838,3/9/2010 13:25,OrderExecuter,500,0.800405093
407266,9/24/2009 9:39,OrderExecuter,0,406984,9/23/2009 14:29,OrderExecuter,2500,0.798738426
464780,1/5/2010 8:34,OrderExecuter,1000,464053,1/4/2010 13:26,OrderExecuter,1000,0.797777778
512682,3/23/2010 11:09,OrderExecuter,0,512443,3/22/2010 16:01,OrderExecuter,500,0.797337963
504820,3/7/2010 13:19,OrderExecuter,0,504737,3/6/2010 18:14,OrderExecuter,1000,0.795405093
394840,9/3/2009 10:57,OrderExecuter,0,394273,9/2/2009 15:52,OrderExecuter,1000,0.795115741
428219,10/26/2009 10:59,OrderExecuter,0,427229,10/25/2009 16:00,OrderExecuter,0,0.791296296
384061,8/25/2009 9:01,OrderExecuter,0,383585,8/24/2009 14:02,OrderExecuter,1000,0.790844907
685040,11/17/2010 9:49,OrderExecuter,2500,684917,11/16/2010 14:54,OrderExecuter,5000,0.788483796
480284,1/27/2010 13:23,OrderExecuter,0,479783,1/26/2010 18:35,OrderExecuter,500,0.78375
663436,10/7/2010 18:15,OrderExecuter,0,662955,10/6/2010 23:34,OrderExecuter,500,0.778611111
545494,5/7/2010 11:43,OrderExecuter,0,545006,5/6/2010 17:03,OrderExecuter,1000,0.778194444
569774,6/17/2010 14:43,OrderExecuter,0,569363,6/16/2010 20:03,OrderExecuter,2500,0.777696759
472787,1/18/2010 11:33,OrderExecuter,5000,472673,1/17/2010 16:55,OrderExecuter,2000,0.776539352
480614,1/28/2010 11:12,OrderExecuter,0,480391,1/27/2010 16:37,OrderExecuter,1000,0.774340278
546745,5/11/2010 11:16,OrderExecuter,0,546555,5/10/2010 16:54,OrderExecuter,2000,0.765046296
539224,4/30/2010 8:53,OrderExecuter,0,538833,4/29/2010 14:35,OrderExecuter,1000,0.762511574
605445,8/13/2010 7:45,OrderExecuter,1000,605255,8/12/2010 13:32,OrderExecuter,5000,0.758703704
414257,10/4/2009 11:31,OrderExecuter,0,414132,10/3/2009 17:23,OrderExecuter,1000,0.756122685
663659,10/8/2010 15:06,OrderExecuter,0,663473,10/7/2010 21:07,OrderExecuter,500,0.749537037
440621,11/18/2009 10:48,OrderExecuter,2000,440378,11/17/2009 16:56,OrderExecuter,1000,0.744097222
606306,8/15/2010 10:33,OrderExecuter,0,606247,8/14/2010 16:46,OrderExecuter,1000,0.7409375
592607,7/23/2010 11:08,OrderExecuter,0,592495,7/22/2010 17:24,OrderExecuter,500,0.738391204
449696,12/5/2009 16:53,OrderExecuter,0,449621,12/4/2009 23:11,OrderExecuter,1000,0.737372685
601208,8/4/2010 10:08,OrderExecuter,2000,600985,8/3/2010 16:28,OrderExecuter,1000,0.736203704
419890,10/15/2009 9:53,OrderExecuter,1000,419588,10/14/2009 16:15,OrderExecuter,0,0.734456019
520828,4/4/2010 11:56,OrderExecuter,0,520744,4/3/2010 18:19,OrderExecuter,500,0.734236111
602469,8/6/2010 10:11,OrderExecuter,0,602274,8/5/2010 16:38,OrderExecuter,500,0.731261574
435826,11/6/2009 7:46,OrderExecuter,0,435651,11/5/2009 14:18,OrderExecuter,0,0.727592593
509325,3/16/2010 13:48,OrderExecuter,0,509109,3/15/2010 20:21,OrderExecuter,1000,0.727013889
434778,11/4/2009 10:33,OrderExecuter,0,434439,11/3/2009 17:08,OrderExecuter,1000,0.725729167
593718,7/26/2010 6:12,OrderExecuter,0,593372,7/25/2010 12:48,OrderExecuter,500,0.725069444
535681,4/27/2010 8:53,OrderExecuter,2000,535245,4/26/2010 15:29,OrderExecuter,500,0.724652778
583362,7/7/2010 8:54,OrderExecuter,0,583323,7/6/2010 15:30,OrderExecuter,500,0.724594907
413310,10/2/2009 10:22,OrderExecuter,1000,412998,10/1/2009 17:04,OrderExecuter,1000,0.720833333
664162,10/11/2010 13:07,OrderExecuter,0,664027,10/10/2010 19:52,OrderExecuter,2500,0.7184375
504930,3/8/2010 6:31,OrderExecuter,0,504821,3/7/2010 13:19,OrderExecuter,500,0.716655093
415647,10/6/2009 14:46,OrderExecuter,0,415223,10/5/2009 21:41,OrderExecuter,0,0.712152778
660706,10/3/2010 9:52,OrderExecuter,0,660578,10/2/2010 16:51,OrderExecuter,1000,0.709189815
559918,5/31/2010 14:52,OrderExecuter,0,559777,5/30/2010 21:52,OrderExecuter,0,0.708599537
547930,5/13/2010 8:22,OrderExecuter,500,547821,5/12/2010 15:28,OrderExecuter,2000,0.703680556
401065,9/15/2009 9:24,OrderExecuter,0,400874,9/14/2009 16:33,OrderExecuter,500,0.701724537
530752,4/22/2010 8:45,OrderExecuter,0,530281,4/21/2010 15:55,OrderExecuter,1000,0.701180556
390343,8/28/2009 8:01,OrderExecuter,1000,389523,8/27/2009 15:13,OrderExecuter,2500,0.70005787
532654,4/23/2010 14:34,OrderExecuter,0,531858,4/22/2010 21:50,OrderExecuter,2000,0.697291667
497728,2/25/2010 13:22,OrderExecuter,0,497238,2/24/2010 20:39,OrderExecuter,1000,0.696412037
466133,1/6/2010 9:01,OrderExecuter,0,465959,1/5/2010 16:20,OrderExecuter,1000,0.694814815
582837,7/5/2010 11:48,OrderExecuter,2000,582797,7/4/2010 19:10,OrderExecuter,500,0.692847222
410504,9/30/2009 9:43,OrderExecuter,0,410080,9/29/2009 17:06,OrderExecuter,2000,0.692604167
617294,8/27/2010 9:29,OrderExecuter,0,615646,8/26/2010 16:53,OrderExecuter,2500,0.691041667
387121,8/27/2009 8:13,OrderExecuter,0,386853,8/26/2009 15:48,OrderExecuter,1000,0.683912037
445126,11/28/2009 9:42,OrderExecuter,0,445073,11/27/2009 17:19,OrderExecuter,1000,0.683009259
398389,9/10/2009 6:03,OrderExecuter,0,398303,9/9/2009 13:40,OrderExecuter,1000,0.682071759
491602,2/16/2010 6:44,OrderExecuter,0,491494,2/15/2010 14:26,OrderExecuter,0,0.67912037
538606,4/29/2010 11:16,OrderExecuter,2500,538217,4/28/2010 19:04,OrderExecuter,0,0.675138889
631913,9/3/2010 8:35,OrderExecuter,500,631048,9/2/2010 16:23,OrderExecuter,5000,0.675127315
504635,3/6/2010 8:12,OrderExecuter,500,504483,3/5/2010 16:01,OrderExecuter,500,0.674675926
394272,9/2/2009 15:52,OrderExecuter,0,393677,9/1/2009 23:42,OrderExecuter,1000,0.673831019
657198,9/28/2010 15:39,OrderExecuter,2000,656694,9/27/2010 23:32,OrderExecuter,1000,0.671840278
507409,3/12/2010 14:39,OrderExecuter,0,506912,3/11/2010 22:34,OrderExecuter,2000,0.670324074
366722,8/1/2009 6:35,OrderExecuter,0,366468,7/31/2009 14:33,OrderExecuter,2000,0.668020833
551689,5/20/2010 7:37,OrderExecuter,0,551515,5/19/2010 15:36,OrderExecuter,2000,0.667349537
551514,5/19/2010 15:36,OrderExecuter,0,550850,5/18/2010 23:37,OrderExecuter,500,0.666157407
461740,12/31/2009 9:24,OrderExecuter,0,461563,12/30/2009 17:29,OrderExecuter,2500,0.663425926
479312,1/26/2010 9:25,OrderExecuter,0,478486,1/25/2010 17:34,OrderExecuter,1000,0.660914352
652626,9/24/2010 7:45,OrderExecuter,0,652425,9/23/2010 15:53,OrderExecuter,0,0.660625
615552,8/26/2010 15:53,OrderExecuter,0,613048,8/26/2010 0:03,OrderExecuter,1000,0.659351852
472574,1/17/2010 8:07,OrderExecuter,0,472522,1/16/2010 16:20,OrderExecuter,2000,0.658275463
467541,1/7/2010 11:53,OrderExecuter,1000,467098,1/6/2010 20:17,OrderExecuter,2000,0.649490741
376212,8/15/2009 10:52,OrderExecuter,0,376144,8/14/2009 19:24,OrderExecuter,2000,0.644189815
669200,10/21/2010 15:54,OrderExecuter,0,668575,10/21/2010 0:31,OrderExecuter,500,0.641157407
563607,6/6/2010 9:52,OrderExecuter,0,563578,6/5/2010 18:32,OrderExecuter,500,0.639513889
612406,8/25/2010 10:31,OrderExecuter,0,612068,8/24/2010 19:13,OrderExecuter,1000,0.637893519
529106,4/21/2010 9:25,OrderExecuter,0,528936,4/20/2010 18:10,OrderExecuter,1000,0.635613426
442401,11/22/2009 8:34,OrderExecuter,0,442347,11/21/2009 17:23,OrderExecuter,2500,0.632650463
540684,5/1/2010 9:01,OrderExecuter,0,540397,4/30/2010 17:51,OrderExecuter,500,0.63193287
597129,7/28/2010 13:36,OrderExecuter,0,596462,7/27/2010 22:29,OrderExecuter,2000,0.629583333
399828,9/12/2009 10:12,OrderExecuter,0,399752,9/11/2009 19:09,OrderExecuter,2000,0.626990741
496529,2/24/2010 7:19,OrderExecuter,0,496389,2/23/2010 16:18,OrderExecuter,2500,0.625636574
655788,9/26/2010 9:05,OrderExecuter,0,655476,9/25/2010 18:05,OrderExecuter,1000,0.62443287
493976,2/19/2010 10:48,OrderExecuter,0,493664,2/18/2010 19:53,OrderExecuter,1000,0.621458333
