EARN,EMP#,DATE,HRS,RATE,AMOUNT,,,,,,,,,,,,
REG,1695,11/16/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,1695,11/16/2012,3.15,30.8,100.1,,,,,,,,,,,,
REG,1713,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,1713,11/12/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,1713,11/12/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,1713,11/13/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,1713,11/13/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,1713,11/14/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,1713,11/14/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,1713,11/15/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,1713,11/15/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,1725,11/12/2012,5.25,30.48,165.1,,,,,,,,,,,,
REG,1725,11/12/2012,2.35,30.8,79.57,,,,,,,,,,,,
REG,1725,11/13/2012,5.25,30.48,165.1,,,,,,,,,,,,
REG,1725,11/13/2012,2.35,30.8,79.57,,,,,,,,,,,,
REG,1725,11/14/2012,5.25,30.48,165.1,,,,,,,,,,,,
REG,1725,11/14/2012,2.35,30.8,79.57,,,,,,,,,,,,
REG,1725,11/15/2012,5.25,30.48,165.1,,,,,,,,,,,,
REG,1725,11/15/2012,2.35,30.8,79.57,,,,,,,,,,,,
REG,1725,11/16/2012,5.25,30.48,165.1,,,,,,,,,,,,
REG,1725,11/16/2012,2.35,30.8,79.57,,,,,,,,,,,,
REG,1779,11/10/2012,5.50,30.48,177.8,,,,,,,,,,,,
REG,1779,11/10/2012,2.10,30.8,66.73,,,,,,,,,,,,
REG,1779,11/13/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,1779,11/14/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,1779,11/15/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,1779,11/16/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,1800,11/10/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,1800,11/10/2012,2.26,30.8,74.95,,,,,,,,,,,,
REG,1800,11/12/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,1800,11/12/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,1800,11/13/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,1800,11/13/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,1800,11/15/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,1800,11/15/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,1800,11/16/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,1800,11/16/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,2087,11/12/2012,3.13,30.48,98.04,,,,,,,,,,,,
REG,2087,11/12/2012,4.47,30.8,147.33,,,,,,,,,,,,
REG,2087,11/13/2012,3.13,30.48,98.04,,,,,,,,,,,,
REG,2087,11/13/2012,4.47,30.8,147.33,,,,,,,,,,,,
REG,2087,11/14/2012,3.13,30.48,98.04,,,,,,,,,,,,
REG,2087,11/14/2012,4.47,30.8,147.33,,,,,,,,,,,,
REG,2087,11/15/2012,3.13,30.48,98.04,,,,,,,,,,,,
REG,2087,11/15/2012,4.47,30.8,147.33,,,,,,,,,,,,
REG,2087,11/16/2012,3.13,30.48,98.04,,,,,,,,,,,,
REG,2087,11/16/2012,4.47,30.8,147.33,,,,,,,,,,,,
REG,2088,11/12/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,2088,11/12/2012,5.10,30.8,159.13,,,,,,,,,,,,
REG,2088,11/13/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,2088,11/13/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,2088,11/14/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,2088,11/14/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,2088,11/15/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,2088,11/15/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,2088,11/16/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,2088,11/16/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,2170,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2170,11/12/2012,6.17,30.48,191.52,,,,,,,,,,,,
REG,2170,11/12/2012,1.43,30.8,52.87,,,,,,,,,,,,
REG,2170,11/14/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,2170,11/14/2012,3.20,30.8,102.67,,,,,,,,,,,,
REG,2170,11/15/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,2170,11/15/2012,3.20,30.8,102.67,,,,,,,,,,,,
REG,2170,11/16/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,2170,11/16/2012,3.20,30.8,102.67,,,,,,,,,,,,
REG,2200,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2200,11/11/2012,4.19,30.48,131.57,,,,,,,,,,,,
REG,2200,11/11/2012,3.41,30.8,113.45,,,,,,,,,,,,
REG,2200,11/14/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,2200,11/14/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,2200,11/15/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,2200,11/15/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,2200,11/16/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,2200,11/16/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,2279,11/12/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,2279,11/12/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,2279,11/13/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,2279,11/13/2012,3.02,30.8,93.43,,,,,,,,,,,,
REG,2279,11/14/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,2279,11/14/2012,3.02,30.8,93.43,,,,,,,,,,,,
REG,2279,11/15/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,2279,11/15/2012,3.02,30.8,93.43,,,,,,,,,,,,
REG,2279,11/16/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,2279,11/16/2012,3.02,30.8,93.43,,,,,,,,,,,,
REG,2280,11/12/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,2280,11/12/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,2280,11/13/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,2280,11/13/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,2280,11/14/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,2280,11/14/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,2280,11/15/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,2280,11/15/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,2280,11/16/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,2280,11/16/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,2312,11/10/2012,1.08,30.48,34.54,,,,,,,,,,,,
REG,2312,11/10/2012,6.52,30.8,211.49,,,,,,,,,,,,
REG,2312,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2312,11/12/2012,1.09,30.48,35.05,,,,,,,,,,,,
REG,2312,11/12/2012,6.51,30.8,210.98,,,,,,,,,,,,
REG,2312,11/13/2012,2.50,30.48,86.36,,,,,,,,,,,,
REG,2312,11/13/2012,5.10,30.8,159.13,,,,,,,,,,,,
REG,2312,11/16/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,2312,11/16/2012,3.54,30.8,120.12,,,,,,,,,,,,
REG,2314,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2314,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2314,11/12/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,2314,11/12/2012,1.45,30.8,53.9,,,,,,,,,,,,
REG,2314,11/15/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,2314,11/15/2012,1.45,30.8,53.9,,,,,,,,,,,,
REG,2314,11/16/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,2314,11/16/2012,1.45,30.8,53.9,,,,,,,,,,,,
REG,2319,11/10/2012,5.38,30.48,171.7,,,,,,,,,,,,
REG,2319,11/10/2012,2.22,30.8,72.89,,,,,,,,,,,,
REG,2319,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2319,11/12/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,2319,11/12/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,2319,11/13/2012,4.53,30.48,148.84,,,,,,,,,,,,
REG,2319,11/13/2012,3.07,30.8,95.99,,,,,,,,,,,,
REG,2319,11/14/2012,4.53,30.48,148.84,,,,,,,,,,,,
REG,2319,11/14/2012,3.07,30.8,95.99,,,,,,,,,,,,
REG,2332,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2332,11/11/2012,6.06,30.48,185.93,,,,,,,,,,,,
REG,2332,11/11/2012,1.54,30.8,58.52,,,,,,,,,,,,
REG,2332,11/12/2012,4.47,30.48,145.8,,,,,,,,,,,,
REG,2332,11/12/2012,3.13,30.8,99.07,,,,,,,,,,,,
REG,2332,11/15/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,2332,11/15/2012,3.24,30.8,104.72,,,,,,,,,,,,
REG,2332,11/16/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,2332,11/16/2012,3.24,30.8,104.72,,,,,,,,,,,,
REG,2349,11/10/2012,5.46,30.48,175.77,,,,,,,,,,,,
REG,2349,11/10/2012,2.14,30.8,68.79,,,,,,,,,,,,
REG,2349,11/13/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,2349,11/14/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,2349,11/15/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,2349,11/16/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,2351,11/11/2012,5.27,30.48,166.12,,,,,,,,,,,,
REG,2351,11/11/2012,2.33,30.8,78.54,,,,,,,,,,,,
REG,2351,11/12/2012,5.48,30.48,176.78,,,,,,,,,,,,
REG,2351,11/12/2012,2.12,30.8,67.76,,,,,,,,,,,,
REG,2351,11/13/2012,5.48,30.48,176.78,,,,,,,,,,,,
REG,2351,11/13/2012,2.12,30.8,67.76,,,,,,,,,,,,
REG,2351,11/14/2012,5.48,30.48,176.78,,,,,,,,,,,,
REG,2351,11/14/2012,2.12,30.8,67.76,,,,,,,,,,,,
REG,2351,11/15/2012,5.48,30.48,176.78,,,,,,,,,,,,
REG,2351,11/15/2012,2.12,30.8,67.76,,,,,,,,,,,,
REG,2355,11/10/2012,2.44,30.48,83.31,,,,,,,,,,,,
REG,2355,11/10/2012,5.16,30.8,162.21,,,,,,,,,,,,
REG,2355,11/13/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,2355,11/13/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,2355,11/14/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,2355,11/14/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,2355,11/15/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,2355,11/15/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,2355,11/16/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,2355,11/16/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,2358,11/11/2012,5.55,30.48,180.34,,,,,,,,,,,,
REG,2358,11/11/2012,2.05,30.8,64.17,,,,,,,,,,,,
REG,2358,11/12/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,2358,11/12/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,2358,11/13/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,2358,11/13/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,2358,11/14/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,2358,11/14/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,2358,11/15/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,2358,11/15/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,2529,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2529,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2529,11/12/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2529,11/15/2012,4.07,30.48,125.48,,,,,,,,,,,,
REG,2529,11/15/2012,3.53,30.8,119.61,,,,,,,,,,,,
REG,2529,11/16/2012,4.07,30.48,125.48,,,,,,,,,,,,
REG,2529,11/16/2012,3.53,30.8,119.61,,,,,,,,,,,,
REG,2554,11/12/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,2554,11/12/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,2554,11/13/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,2554,11/13/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,2554,11/14/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,2554,11/14/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,2554,11/15/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,2554,11/15/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,2554,11/16/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,2554,11/16/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,2574,11/12/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,2574,11/12/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,2574,11/13/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,2574,11/13/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,2574,11/14/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,2574,11/14/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,2574,11/15/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,2574,11/15/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,2574,11/16/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,2574,11/16/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,2577,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2577,11/12/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,2577,11/12/2012,2.26,30.8,74.95,,,,,,,,,,,,
REG,2577,11/13/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,2577,11/13/2012,2.26,30.8,74.95,,,,,,,,,,,,
REG,2577,11/14/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,2577,11/14/2012,2.26,30.8,74.95,,,,,,,,,,,,
REG,2577,11/15/2012,5.34,30.48,169.67,,,,,,,,,,,,
REG,2577,11/15/2012,2.26,30.8,74.95,,,,,,,,,,,,
REG,2578,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2578,11/12/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2578,11/14/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,2578,11/14/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,2578,11/15/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,2578,11/15/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,2578,11/16/2012,2.39,30.48,80.77,,,,,,,,,,,,
REG,2578,11/16/2012,5.21,30.8,164.78,,,,,,,,,,,,
REG,2722,11/12/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2722,11/13/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2722,11/14/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2722,11/15/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2722,11/16/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,2760,11/12/2012,6.23,30.48,194.56,,,,,,,,,,,,
REG,2760,11/12/2012,1.37,30.8,49.79,,,,,,,,,,,,
REG,2760,11/13/2012,6.05,30.48,185.42,,,,,,,,,,,,
REG,2760,11/13/2012,1.55,30.8,59.03,,,,,,,,,,,,
REG,2760,11/14/2012,6.05,30.48,185.42,,,,,,,,,,,,
REG,2760,11/14/2012,1.55,30.8,59.03,,,,,,,,,,,,
REG,2760,11/15/2012,6.05,30.48,185.42,,,,,,,,,,,,
REG,2760,11/15/2012,1.55,30.8,59.03,,,,,,,,,,,,
REG,2760,11/16/2012,6.05,30.48,185.42,,,,,,,,,,,,
REG,2760,11/16/2012,1.55,30.8,59.03,,,,,,,,,,,,
REG,2777,11/12/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,2777,11/12/2012,3.24,30.8,104.72,,,,,,,,,,,,
REG,2777,11/13/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,2777,11/13/2012,3.15,30.8,100.1,,,,,,,,,,,,
REG,2777,11/14/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,2777,11/14/2012,3.15,30.8,100.1,,,,,,,,,,,,
REG,2777,11/15/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,2777,11/15/2012,3.15,30.8,100.1,,,,,,,,,,,,
REG,2777,11/16/2012,4.45,30.48,144.78,,,,,,,,,,,,
REG,2777,11/16/2012,3.15,30.8,100.1,,,,,,,,,,,,
REG,2797,11/12/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,2797,11/12/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,2797,11/13/2012,1.09,30.48,35.05,,,,,,,,,,,,
REG,2797,11/13/2012,6.51,30.8,210.98,,,,,,,,,,,,
REG,2797,11/14/2012,1.09,30.48,35.05,,,,,,,,,,,,
REG,2797,11/14/2012,6.51,30.8,210.98,,,,,,,,,,,,
REG,2797,11/15/2012,1.09,30.48,35.05,,,,,,,,,,,,
REG,2797,11/15/2012,6.51,30.8,210.98,,,,,,,,,,,,
REG,2797,11/16/2012,1.09,30.48,35.05,,,,,,,,,,,,
REG,2797,11/16/2012,6.51,30.8,210.98,,,,,,,,,,,,
REG,2917,11/10/2012,4.11,30.48,127.51,,,,,,,,,,,,
REG,2917,11/10/2012,3.49,30.8,117.55,,,,,,,,,,,,
REG,2917,11/13/2012,3.11,30.48,97.03,,,,,,,,,,,,
REG,2917,11/13/2012,4.49,30.8,148.35,,,,,,,,,,,,
REG,2917,11/14/2012,3.11,30.48,97.03,,,,,,,,,,,,
REG,2917,11/14/2012,4.49,30.8,148.35,,,,,,,,,,,,
REG,2917,11/15/2012,3.11,30.48,97.03,,,,,,,,,,,,
REG,2917,11/15/2012,4.49,30.8,148.35,,,,,,,,,,,,
REG,2917,11/16/2012,3.11,30.48,97.03,,,,,,,,,,,,
REG,2917,11/16/2012,4.49,30.8,148.35,,,,,,,,,,,,
REG,2969,11/12/2012,0.00,30.48,0,,,,,,,,,,,,
REG,2969,11/13/2012,0.00,30.48,0,,,,,,,,,,,,
REG,2969,11/14/2012,0.00,30.48,0,,,,,,,,,,,,
REG,2969,11/15/2012,0.00,30.48,0,,,,,,,,,,,,
REG,2969,11/16/2012,0.00,30.48,0,,,,,,,,,,,,
REG,3055,11/10/2012,2.40,30.48,81.28,,,,,,,,,,,,
REG,3055,11/10/2012,5.20,30.8,164.27,,,,,,,,,,,,
REG,3055,11/11/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,3055,11/11/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,3055,11/12/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,3055,11/12/2012,1.39,30.8,50.82,,,,,,,,,,,,
REG,3055,11/13/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,3055,11/13/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,3055,11/16/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,3055,11/16/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,3090,11/12/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,3090,11/12/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,3090,11/13/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,3090,11/13/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,3090,11/14/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,3090,11/14/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,3090,11/15/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,3090,11/15/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,3090,11/16/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,3090,11/16/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,4466,11/12/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,4466,11/12/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,4466,11/13/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,4466,11/13/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,4466,11/14/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,4466,11/14/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,4466,11/15/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,4466,11/15/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,4466,11/16/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,4466,11/16/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,6556,11/11/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6556,11/12/2012,5.31,30.48,168.15,,,,,,,,,,,,
REG,6556,11/12/2012,2.29,30.8,76.49,,,,,,,,,,,,
REG,6556,11/13/2012,5.31,30.48,168.15,,,,,,,,,,,,
REG,6556,11/13/2012,2.29,30.8,76.49,,,,,,,,,,,,
REG,6556,11/14/2012,5.31,30.48,168.15,,,,,,,,,,,,
REG,6556,11/14/2012,2.29,30.8,76.49,,,,,,,,,,,,
REG,6556,11/15/2012,5.31,30.48,168.15,,,,,,,,,,,,
REG,6556,11/15/2012,2.29,30.8,76.49,,,,,,,,,,,,
REG,6557,11/10/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,6557,11/10/2012,3.40,30.8,112.93,,,,,,,,,,,,
REG,6557,11/11/2012,5.28,30.48,166.62,,,,,,,,,,,,
REG,6557,11/11/2012,2.32,30.8,78.03,,,,,,,,,,,,
REG,6557,11/12/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,6557,11/13/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6557,11/14/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6586,11/12/2012,0.00,30.48,0,,,,,,,,,,,,
REG,6586,11/13/2012,0.00,30.48,0,,,,,,,,,,,,
REG,6586,11/14/2012,0.00,30.48,0,,,,,,,,,,,,
REG,6586,11/15/2012,0.00,30.48,0,,,,,,,,,,,,
REG,6586,11/16/2012,0.00,30.48,0,,,,,,,,,,,,
REG,6597,11/12/2012,3.50,30.48,116.84,,,,,,,,,,,,
REG,6597,11/12/2012,4.10,30.8,128.33,,,,,,,,,,,,
REG,6597,11/13/2012,3.50,30.48,116.84,,,,,,,,,,,,
REG,6597,11/13/2012,4.10,30.8,128.33,,,,,,,,,,,,
REG,6597,11/14/2012,3.50,30.48,116.84,,,,,,,,,,,,
REG,6597,11/14/2012,4.10,30.8,128.33,,,,,,,,,,,,
REG,6597,11/15/2012,3.50,30.48,116.84,,,,,,,,,,,,
REG,6597,11/15/2012,4.10,30.8,128.33,,,,,,,,,,,,
REG,6597,11/16/2012,3.50,30.48,116.84,,,,,,,,,,,,
REG,6597,11/16/2012,4.10,30.8,128.33,,,,,,,,,,,,
REG,6740,11/12/2012,4.35,30.48,139.7,,,,,,,,,,,,
REG,6740,11/12/2012,3.25,30.8,105.23,,,,,,,,,,,,
REG,6740,11/13/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,6740,11/13/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,6740,11/14/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,6740,11/14/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,6740,11/15/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,6740,11/15/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,6740,11/16/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,6740,11/16/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,6827,11/12/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6827,11/13/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6827,11/14/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6827,11/15/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6827,11/16/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6841,11/10/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6841,11/13/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6841,11/14/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6841,11/15/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6841,11/16/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,6872,11/12/2012,4.43,30.48,143.76,,,,,,,,,,,,
REG,6872,11/12/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,6872,11/13/2012,4.43,30.48,143.76,,,,,,,,,,,,
